chr	start	end	gc	n_acgt
chr2	51000000	52000000	0.35323	1000000
chr2	52000000	53000000	0.36061	1000000
chr2	53000000	54000000	0.38347	1000000
chr2	54000000	55000000	0.40812	1000000
chr2	55000000	56000000	0.39463	1000000
chr2	56000000	57000000	0.37265	1000000
chr2	57000000	58000000	0.35526	1000000
chr2	58000000	59000000	0.36853	1000000
chr2	59000000	60000000	0.38289	1000000
chr2	60000000	61000000	0.42380	1000000
chr2	61000000	62000000	0.41243	1000000
chr2	62000000	63000000	0.40645	1000000
chr2	63000000	64000000	0.37805	1000000
chr2	64000000	65000000	0.42337	1000000
chr2	65000000	66000000	0.42765	1000000
chr2	66000000	67000000	0.39080	1000000
chr2	67000000	68000000	0.38876	1000000
chr2	68000000	69000000	0.39646	1000000
chr2	69000000	70000000	0.42083	1000000
chr2	70000000	71000000	0.44690	1000000
chr2	71000000	72000000	0.44804	1000000
chr2	72000000	73000000	0.40894	1000000
chr2	73000000	74000000	0.43711	1000000
chr2	74000000	75000000	0.45483	1000000
chr2	75000000	76000000	0.39323	1000000
chr2	76000000	77000000	0.35890	1000000
chr2	77000000	78000000	0.35089	1000000
chr2	78000000	79000000	0.35412	1000000
chr2	79000000	80000000	0.38348	1000000
chr2	80000000	81000000	0.38521	1000000
chr2	81000000	82000000	0.35685	1000000
chr2	82000000	83000000	0.35088	1000000
chr2	83000000	84000000	0.35773	1000000
chr2	84000000	85000000	0.40134	1000000
chr2	85000000	86000000	0.46839	1000000
chr2	86000000	87000000	0.42256	1000000
chr2	87000000	88000000	0.42078	1000000
chr2	88000000	89000000	0.42270	1000000
chr2	89000000	90000000	0.40839	732000
chr2	90000000	91000000	0.41077	402511
chr2	91000000	92000000	0.43100	597489
chr2	92000000	93000000	0.38446	949700
chr2	93000000	94000000	0.38313	999500
chr2	94000000	95000000	0.39961	746900
chr2	95000000	96000000	0.43862	1000000
chr2	96000000	97000000	0.48999	1000000
chr2	97000000	98000000	0.40945	950000
chr2	98000000	99000000	0.43402	1000000
chr2	99000000	100000000	0.40720	1000000
chr2	100000000	101000000	0.43836	1000000
chr2	101000000	102000000	0.43261	1000000
chr2	102000000	103000000	0.40234	1000000
chr2	103000000	104000000	0.36205	1000000
chr2	104000000	105000000	0.39546	1000000
chr2	105000000	106000000	0.43254	1000000
chr2	106000000	107000000	0.41925	1000000
chr2	107000000	108000000	0.38340	1000000
chr2	108000000	109000000	0.40743	1000000
chr2	109000000	110000000	0.45710	999999
chr2	110000000	111000000	0.43242	1000000
chr2	111000000	112000000	0.43638	1000000
chr2	112000000	113000000	0.42478	1000000
chr2	113000000	114000000	0.43148	1000000
chr2	114000000	115000000	0.38364	1000000
chr2	115000000	116000000	0.36074	1000000
chr2	116000000	117000000	0.36367	1000000
chr2	117000000	118000000	0.39126	1000000
chr2	118000000	119000000	0.42196	1000000
chr2	119000000	120000000	0.43317	1000000
chr2	120000000	121000000	0.48541	1000000
chr2	121000000	122000000	0.44649	1000000
chr2	122000000	123000000	0.39198	1000000
chr2	123000000	124000000	0.35823	1000000
chr2	124000000	125000000	0.38867	1000000
chr2	125000000	126000000	0.36576	1000000
chr2	126000000	127000000	0.41042	1000000
chr2	127000000	128000000	0.46122	1000000
chr2	128000000	129000000	0.45983	1000000
chr2	129000000	130000000	0.42495	1000000
chr2	130000000	131000000	0.45729	1000000
chr2	131000000	132000000	0.42736	1000000
chr2	132000000	133000000	0.40629	1000000
chr2	133000000	134000000	0.39849	1000000
chr2	134000000	135000000	0.42507	1000000
chr2	135000000	136000000	0.39426	1000000
chr2	136000000	137000000	0.40888	1000000
chr2	137000000	138000000	0.37479	1000000
chr2	138000000	139000000	0.37837	1000000
chr2	139000000	140000000	0.35920	1000000
chr2	140000000	141000000	0.34703	1000000
chr2	141000000	142000000	0.35115	1000000
chr2	142000000	143000000	0.35955	1000000
chr2	143000000	144000000	0.37034	1000000
chr2	144000000	145000000	0.37280	1000000
chr2	145000000	146000000	0.35739	1000000
chr2	146000000	147000000	0.35519	1000000
chr2	147000000	148000000	0.37805	1000000
chr2	148000000	149000000	0.38594	1000000
chr2	149000000	150000000	0.39012	1000000
chr2	150000000	151000000	0.38134	1000000
chr2	151000000	152000000	0.39395	1000000
chr2	152000000	153000000	0.39754	1000000
chr2	153000000	154000000	0.36886	1000000
chr2	154000000	155000000	0.35314	1000000
chr2	155000000	156000000	0.34430	1000000
chr2	156000000	157000000	0.37233	1000000
chr2	157000000	158000000	0.38213	1000000
chr2	158000000	159000000	0.40011	1000000
chr2	159000000	160000000	0.38920	1000000
chr2	160000000	161000000	0.39172	1000000
chr2	161000000	162000000	0.36610	1000000
chr2	162000000	163000000	0.36133	1000000
chr2	163000000	164000000	0.36008	1000000
chr2	164000000	165000000	0.36501	1000000
chr2	165000000	166000000	0.36551	1000000
chr2	166000000	167000000	0.35550	1000000
chr2	167000000	168000000	0.37308	1000000
chr2	168000000	169000000	0.39519	1000000
chr2	169000000	170000000	0.39295	1000000
chr2	170000000	171000000	0.40760	1000000
chr2	171000000	172000000	0.39529	1000000
chr2	172000000	173000000	0.41832	1000000
chr2	173000000	174000000	0.40656	1000000
chr2	174000000	175000000	0.40139	1000000
chr2	175000000	176000000	0.38697	1000000
chr2	176000000	177000000	0.40403	1000000
chr2	177000000	178000000	0.39350	1000000
chr2	178000000	179000000	0.38471	1000000
chr2	179000000	180000000	0.37302	1000000
chr2	180000000	181000000	0.36302	1000000
chr2	181000000	182000000	0.36737	1000000
chr2	182000000	183000000	0.36875	1000000
chr2	183000000	184000000	0.37051	1000000
chr2	184000000	185000000	0.34122	1000000
chr2	185000000	186000000	0.34517	1000000
chr2	186000000	187000000	0.36741	1000000
chr2	187000000	188000000	0.35431	1000000
chr2	188000000	189000000	0.35480	1000000
chr2	189000000	190000000	0.36741	1000000
chr2	190000000	191000000	0.38960	1000000
chr2	191000000	192000000	0.39128	1000000
chr2	192000000	193000000	0.35047	1000000
chr2	193000000	194000000	0.33818	1000000
chr2	194000000	195000000	0.34223	1000000
chr2	195000000	196000000	0.37277	1000000
chr2	196000000	197000000	0.38492	1000000
chr2	197000000	198000000	0.40182	1000000
chr2	198000000	199000000	0.36479	1000000
chr2	199000000	200000000	0.38813	1000000
chr2	200000000	201000000	0.40487	1000000
chr2	201000000	202000000	0.41028	1000000
chr2	202000000	203000000	0.41570	1000000
chr2	203000000	204000000	0.40264	1000000
chr2	204000000	205000000	0.38719	1000000
chr2	205000000	206000000	0.40396	1000000
chr2	206000000	207000000	0.40102	1000000
chr2	207000000	208000000	0.41415	1000000
chr2	208000000	209000000	0.38647	1000000
chr2	209000000	210000000	0.36612	1000000
chr2	210000000	211000000	0.36797	1000000
chr2	211000000	212000000	0.35356	1000000
chr2	212000000	213000000	0.35537	1000000
chr2	213000000	214000000	0.35893	1000000
chr2	214000000	215000000	0.36788	1000000
chr2	215000000	216000000	0.39558	1000000
chr2	216000000	217000000	0.44162	1000000
chr2	217000000	218000000	0.43971	1000000
chr2	218000000	219000000	0.47054	1000000
chr2	219000000	220000000	0.48086	1000000
chr2	220000000	221000000	0.39016	1000000
chr2	221000000	222000000	0.38764	1000000
chr2	222000000	223000000	0.40362	1000000
chr2	223000000	224000000	0.40122	1000000
chr2	224000000	225000000	0.40586	1000000
chr2	225000000	226000000	0.37096	1000000
chr2	226000000	227000000	0.38633	1000000
chr2	227000000	228000000	0.40755	1000000
chr2	228000000	229000000	0.37638	1000000
chr2	229000000	230000000	0.40311	1000000
chr2	230000000	231000000	0.43088	1000000
chr2	231000000	232000000	0.46558	1000000
chr2	232000000	233000000	0.46054	1000000
chr2	233000000	234000000	0.45021	999994
chr2	234000000	235000000	0.43980	1000000
chr2	235000000	236000000	0.46214	1000000
chr2	236000000	237000000	0.45800	1000000
chr2	237000000	238000000	0.45775	1000000
chr2	238000000	239000000	0.47942	999612
chr2	239000000	240000000	0.50321	999999
chr2	240000000	241000000	0.52914	1000000
chr2	241000000	242000000	0.50679	1000000
chr2	242000000	242193529	0.44586	183529
chr20	0	1000000	0.46170	939275
chr20	1000000	2000000	0.44884	1000000
chr20	2000000	3000000	0.44933	1000000
chr20	3000000	4000000	0.46849	1000000
chr20	4000000	5000000	0.44421	1000000
chr20	5000000	6000000	0.43396	1000000
chr20	6000000	7000000	0.39539	1000000
chr20	7000000	8000000	0.36949	1000000
chr20	8000000	9000000	0.38101	1000000
chr20	9000000	10000000	0.39247	1000000
chr20	10000000	11000000	0.40354	1000000
chr20	11000000	12000000	0.38440	1000000
chr20	12000000	13000000	0.38719	1000000
chr20	13000000	14000000	0.39785	1000000
chr20	14000000	15000000	0.37189	1000000
chr20	15000000	16000000	0.38551	1000000
chr20	16000000	17000000	0.40729	1000000
chr20	17000000	18000000	0.43629	1000000
chr20	18000000	19000000	0.42666	1000000
chr20	19000000	20000000	0.43418	1000000
chr20	20000000	21000000	0.41829	1000000
chr20	21000000	22000000	0.41414	1000000
chr20	22000000	23000000	0.41301	1000000
chr20	23000000	24000000	0.45079	1000000
chr20	24000000	25000000	0.45146	1000000
chr20	25000000	26000000	0.45395	1000000
chr20	26000000	27000000	0.39406	942361
chr20	27000000	28000000	0.39255	999600
chr20	28000000	29000000	0.38194	967464
chr20	29000000	30000000	0.39274	995404
chr20	30000000	31000000	0.40620	868840
chr20	31000000	32000000	0.45125	897494
chr20	32000000	33000000	0.48418	1000000
chr20	33000000	34000000	0.47731	1000000
chr20	34000000	35000000	0.44892	1000000
chr20	35000000	36000000	0.45403	1000000
chr20	36000000	37000000	0.48736	999652
chr20	37000000	38000000	0.46630	1000000
chr20	38000000	39000000	0.45982	1000000
chr20	39000000	40000000	0.41413	1000000
chr20	40000000	41000000	0.42447	1000000
chr20	41000000	42000000	0.43087	1000000
chr20	42000000	43000000	0.42238	1000000
chr20	43000000	44000000	0.45465	1000000
chr20	44000000	45000000	0.46505	1000000
chr20	45000000	46000000	0.44279	1000000
chr20	46000000	47000000	0.46467	1000000
chr20	47000000	48000000	0.46525	1000000
chr20	48000000	49000000	0.47805	1000000
chr20	49000000	50000000	0.46070	1000000
chr20	50000000	51000000	0.48780	1000000
chr20	51000000	52000000	0.46594	1000000
chr20	52000000	53000000	0.41062	1000000
chr20	53000000	54000000	0.42857	1000000
chr20	54000000	55000000	0.39474	1000000
chr20	55000000	56000000	0.38022	1000000
chr20	56000000	57000000	0.44995	1000000
chr20	57000000	58000000	0.49202	1000000
chr20	58000000	59000000	0.46255	1000000
chr20	59000000	60000000	0.45025	1000000
chr20	60000000	61000000	0.43185	1000000
chr20	61000000	62000000	0.50586	1000000
chr20	62000000	63000000	0.56422	1000000
chr20	63000000	64000000	0.57226	1000000
chr20	64000000	64444167	0.53141	334167
chr21	0	1000000	0.00000	0
chr21	1000000	2000000	0.00000	0
chr21	2000000	3000000	0.00000	0
chr21	3000000	4000000	0.00000	0
chr21	4000000	5000000	0.00000	0
chr21	5000000	6000000	0.43394	690000
chr21	6000000	7000000	0.46142	750000
chr21	7000000	8000000	0.40768	750000
chr21	8000000	9000000	0.43668	699999
chr21	9000000	10000000	0.41298	800000
chr21	10000000	11000000	0.38684	799800
chr21	11000000	12000000	0.38614	999400
chr21	12000000	13000000	0.38629	949600
chr21	13000000	14000000	0.39107	1000000
chr21	14000000	15000000	0.37699	1000000
chr21	15000000	16000000	0.37322	1000000
chr21	16000000	17000000	0.35438	1000000
chr21	17000000	18000000	0.39294	1000000
chr21	18000000	19000000	0.35657	1000000
chr21	19000000	20000000	0.34786	1000000
chr21	20000000	21000000	0.35416	1000000
chr21	21000000	22000000	0.34634	1000000
chr21	22000000	23000000	0.34984	1000000
chr21	23000000	24000000	0.35177	1000000
chr21	24000000	25000000	0.35049	1000000
chr21	25000000	26000000	0.38176	1000000
chr21	26000000	27000000	0.38531	1000000
chr21	27000000	28000000	0.36155	1000000
chr21	28000000	29000000	0.37524	1000000
chr21	29000000	30000000	0.39162	1000000
chr21	30000000	31000000	0.37019	1000000
chr21	31000000	32000000	0.43605	999970
chr21	32000000	33000000	0.43327	1000000
chr21	33000000	34000000	0.43841	1000000
chr21	34000000	35000000	0.43788	1000000
chr21	35000000	36000000	0.41098	1000000
chr21	36000000	37000000	0.45878	1000000
chr21	37000000	38000000	0.42193	1000000
chr21	38000000	39000000	0.42570	999990
chr21	39000000	40000000	0.43063	1000000
chr21	40000000	41000000	0.41025	1000000
chr21	41000000	42000000	0.47209	999897
chr21	42000000	43000000	0.49706	999990
chr21	43000000	44000000	0.51762	949990
chr21	44000000	45000000	0.53012	1000000
chr21	45000000	46000000	0.51085	1000000
chr21	46000000	46709983	0.49319	699983
chr22	0	1000000	0.00000	0
chr22	1000000	2000000	0.00000	0
chr22	2000000	3000000	0.00000	0
chr22	3000000	4000000	0.00000	0
chr22	4000000	5000000	0.00000	0
chr22	5000000	6000000	0.00000	0
chr22	6000000	7000000	0.00000	0
chr22	7000000	8000000	0.00000	0
chr22	8000000	9000000	0.00000	0
chr22	9000000	10000000	0.00000	0
chr22	10000000	11000000	0.38491	356724
chr22	11000000	12000000	0.42349	660831
chr22	12000000	13000000	0.38631	664489
chr22	13000000	14000000	0.38336	996623
chr22	14000000	15000000	0.38703	999600
chr22	15000000	16000000	0.40633	900000
chr22	16000000	17000000	0.39671	974542
chr22	17000000	18000000	0.47243	1000000
chr22	18000000	19000000	0.48099	800000
chr22	19000000	20000000	0.50346	1000000
chr22	20000000	21000000	0.52122	1000000
chr22	21000000	22000000	0.49829	1000000
chr22	22000000	23000000	0.45270	1000000
chr22	23000000	24000000	0.50864	1000000
chr22	24000000	25000000	0.48124	1000000
chr22	25000000	26000000	0.46081	1000000
chr22	26000000	27000000	0.45415	1000000
chr22	27000000	28000000	0.46636	1000000
chr22	28000000	29000000	0.41295	1000000
chr22	29000000	30000000	0.47626	1000000
chr22	30000000	31000000	0.48042	1000000
chr22	31000000	32000000	0.47089	1000000
chr22	32000000	33000000	0.45033	1000000
chr22	33000000	34000000	0.43666	1000000
chr22	34000000	35000000	0.41261	1000000
chr22	35000000	36000000	0.45611	1000000
chr22	36000000	37000000	0.48535	1000000
chr22	37000000	38000000	0.53836	1000000
chr22	38000000	39000000	0.50090	1000000
chr22	39000000	40000000	0.49996	1000000
chr22	40000000	41000000	0.44097	1000000
chr22	41000000	42000000	0.49657	1000000
chr22	42000000	43000000	0.50215	1000000
chr22	43000000	44000000	0.49838	1000000
chr22	44000000	45000000	0.51545	1000000
chr22	45000000	46000000	0.48624	1000000
chr22	46000000	47000000	0.52060	1000000
chr22	47000000	48000000	0.46946	1000000
chr22	48000000	49000000	0.50331	1000000
chr22	49000000	50000000	0.51519	998500
chr22	50000000	50818468	0.54335	808468
chr3	0	1000000	0.37044	990000
chr3	1000000	2000000	0.36544	1000000
chr3	2000000	3000000	0.37765	1000000
chr3	3000000	4000000	0.39431	1000000
chr3	4000000	5000000	0.41061	1000000
chr3	5000000	6000000	0.40553	1000000
chr3	6000000	7000000	0.37308	1000000
chr3	7000000	8000000	0.38171	1000000
chr3	8000000	9000000	0.42108	1000000
chr3	9000000	10000000	0.45918	1000000
chr3	10000000	11000000	0.47989	1000000
chr3	11000000	12000000	0.44515	1000000
chr3	12000000	13000000	0.44644	1000000
chr3	13000000	14000000	0.50444	1000000
chr3	14000000	15000000	0.47001	1000000
chr3	15000000	16000000	0.41986	1000000
chr3	16000000	17000000	0.41416	999996
chr3	17000000	18000000	0.38266	1000000
chr3	18000000	19000000	0.37342	1000000
chr3	19000000	20000000	0.37422	1000000
chr3	20000000	21000000	0.37741	1000000
chr3	21000000	22000000	0.36556	1000000
chr3	22000000	23000000	0.36887	1000000
chr3	23000000	24000000	0.39975	1000000
chr3	24000000	25000000	0.38360	1000000
chr3	25000000	26000000	0.38818	1000000
chr3	26000000	27000000	0.38083	1000000
chr3	27000000	28000000	0.39357	1000000
chr3	28000000	29000000	0.37384	1000000
chr3	29000000	30000000	0.36434	1000000
chr3	30000000	31000000	0.38077	1000000
chr3	31000000	32000000	0.40292	1000000
chr3	32000000	33000000	0.43330	1000000
chr3	33000000	34000000	0.40074	1000000
chr3	34000000	35000000	0.38142	1000000
chr3	35000000	36000000	0.36108	1000000
chr3	36000000	37000000	0.39642	1000000
chr3	37000000	38000000	0.42568	1000000
chr3	38000000	39000000	0.44454	1000000
chr3	39000000	40000000	0.41503	1000000
chr3	40000000	41000000	0.41549	1000000
chr3	41000000	42000000	0.40182	1000000
chr3	42000000	43000000	0.44736	1000000
chr3	43000000	44000000	0.42352	1000000
chr3	44000000	45000000	0.42657	1000000
chr3	45000000	46000000	0.44503	1000000
chr3	46000000	47000000	0.45571	1000000
chr3	47000000	48000000	0.44824	1000000
chr3	48000000	49000000	0.48007	1000000
chr3	49000000	50000000	0.49470	1000000
chr3	50000000	51000000	0.49027	1000000
chr3	51000000	52000000	0.44193	1000000
chr3	52000000	53000000	0.49334	1000000
chr3	53000000	54000000	0.44941	1000000
chr3	54000000	55000000	0.42538	1000000
chr3	55000000	56000000	0.41373	1000000
chr3	56000000	57000000	0.40648	1000000
chr3	57000000	58000000	0.41331	1000000
chr3	58000000	59000000	0.43998	1000000
chr3	59000000	60000000	0.40021	1000000
chr3	60000000	61000000	0.38535	999998
chr3	61000000	62000000	0.40135	1000000
chr3	62000000	63000000	0.40137	1000000
chr3	63000000	64000000	0.39310	1000000
chr3	64000000	65000000	0.40717	1000000
chr3	65000000	66000000	0.39956	1000000
chr3	66000000	67000000	0.41346	999998
chr3	67000000	68000000	0.38662	1000000
chr3	68000000	69000000	0.38761	1000000
chr3	69000000	70000000	0.40044	1000000
chr3	70000000	71000000	0.37682	1000000
chr3	71000000	72000000	0.41785	1000000
chr3	72000000	73000000	0.44146	1000000
chr3	73000000	74000000	0.40583	1000000
chr3	74000000	75000000	0.37041	1000000
chr3	75000000	76000000	0.40783	1000000
chr3	76000000	77000000	0.35687	1000000
chr3	77000000	78000000	0.35988	1000000
chr3	78000000	79000000	0.36278	1000000
chr3	79000000	80000000	0.35006	1000000
chr3	80000000	81000000	0.34793	1000000
chr3	81000000	82000000	0.36052	1000000
chr3	82000000	83000000	0.35207	1000000
chr3	83000000	84000000	0.33901	1000000
chr3	84000000	85000000	0.34813	1000000
chr3	85000000	86000000	0.33917	1000000
chr3	86000000	87000000	0.35442	1000000
chr3	87000000	88000000	0.36112	1000000
chr3	88000000	89000000	0.35896	1000000
chr3	89000000	90000000	0.35352	1000000
chr3	90000000	91000000	0.36642	946346
chr3	91000000	92000000	0.37836	978338
chr3	92000000	93000000	0.38307	1000000
chr3	93000000	94000000	0.38415	949900
chr3	94000000	95000000	0.36314	1000000
chr3	95000000	96000000	0.34390	1000000
chr3	96000000	97000000	0.35134	1000000
chr3	97000000	98000000	0.35984	1000000
chr3	98000000	99000000	0.37729	1000000
chr3	99000000	100000000	0.37837	1000000
chr3	100000000	101000000	0.38665	1000000
chr3	101000000	102000000	0.39284	1000000
chr3	102000000	103000000	0.36671	1000000
chr3	103000000	104000000	0.34589	1000000
chr3	104000000	105000000	0.35191	1000000
chr3	105000000	106000000	0.35954	1000000
chr3	106000000	107000000	0.36666	1000000
chr3	107000000	108000000	0.38393	1000000
chr3	108000000	109000000	0.38288	1000000
chr3	109000000	110000000	0.38464	1000000
chr3	110000000	111000000	0.36066	1000000
chr3	111000000	112000000	0.38093	1000000
chr3	112000000	113000000	0.38668	1000000
chr3	113000000	114000000	0.40348	1000000
chr3	114000000	115000000	0.37760	1000000
chr3	115000000	116000000	0.37620	1000000
chr3	116000000	117000000	0.37064	1000000
chr3	117000000	118000000	0.37001	1000000
chr3	118000000	119000000	0.37483	1000000
chr3	119000000	120000000	0.40453	1000000
chr3	120000000	121000000	0.39987	1000000
chr3	121000000	122000000	0.38131	1000000
chr3	122000000	123000000	0.41171	1000000
chr3	123000000	124000000	0.44830	1000000
chr3	124000000	125000000	0.43433	1000000
chr3	125000000	126000000	0.43033	1000000
chr3	126000000	127000000	0.47364	1000000
chr3	127000000	128000000	0.48056	1000000
chr3	128000000	129000000	0.47869	1000000
chr3	129000000	130000000	0.47011	1000000
chr3	130000000	131000000	0.40250	1000000
chr3	131000000	132000000	0.38982	1000000
chr3	132000000	133000000	0.38748	1000000
chr3	133000000	134000000	0.42651	1000000
chr3	134000000	135000000	0.43801	1000000
chr3	135000000	136000000	0.41593	1000000
chr3	136000000	137000000	0.40319	1000000
chr3	137000000	138000000	0.39794	1000000
chr3	138000000	139000000	0.42951	1000000
chr3	139000000	140000000	0.42120	1000000
chr3	140000000	141000000	0.41509	1000000
chr3	141000000	142000000	0.42641	1000000
chr3	142000000	143000000	0.38911	1000000
chr3	143000000	144000000	0.39574	1000000
chr3	144000000	145000000	0.35878	1000000
chr3	145000000	146000000	0.34928	1000000
chr3	146000000	147000000	0.36051	1000000
chr3	147000000	148000000	0.36243	1000000
chr3	148000000	149000000	0.36414	1000000
chr3	149000000	150000000	0.39297	1000000
chr3	150000000	151000000	0.40045	1000000
chr3	151000000	152000000	0.38155	1000000
chr3	152000000	153000000	0.36637	1000000
chr3	153000000	154000000	0.38051	1000000
chr3	154000000	155000000	0.37036	1000000
chr3	155000000	156000000	0.39345	1000000
chr3	156000000	157000000	0.39400	1000000
chr3	157000000	158000000	0.39187	1000000
chr3	158000000	159000000	0.37824	1000000
chr3	159000000	160000000	0.39188	1000000
chr3	160000000	161000000	0.39368	1000000
chr3	161000000	162000000	0.37579	1000000
chr3	162000000	163000000	0.34947	1000000
chr3	163000000	164000000	0.34418	1000000
chr3	164000000	165000000	0.34869	1000000
chr3	165000000	166000000	0.34667	1000000
chr3	166000000	167000000	0.34740	1000000
chr3	167000000	168000000	0.36418	1000000
chr3	168000000	169000000	0.36484	1000000
chr3	169000000	170000000	0.38265	1000000
chr3	170000000	171000000	0.40829	1000000
chr3	171000000	172000000	0.39543	1000000
chr3	172000000	173000000	0.39482	1000000
chr3	173000000	174000000	0.35904	1000000
chr3	174000000	175000000	0.35708	1000000
chr3	175000000	176000000	0.35340	1000000
chr3	176000000	177000000	0.36819	1000000
chr3	177000000	178000000	0.40095	1000000
chr3	178000000	179000000	0.37270	1000000
chr3	179000000	180000000	0.39834	1000000
chr3	180000000	181000000	0.37498	1000000
chr3	181000000	182000000	0.38339	1000000
chr3	182000000	183000000	0.38209	1000000
chr3	183000000	184000000	0.43464	1000000
chr3	184000000	185000000	0.46730	1000000
chr3	185000000	186000000	0.42035	1000000
chr3	186000000	187000000	0.43640	1000000
chr3	187000000	188000000	0.41691	1000000
chr3	188000000	189000000	0.39797	1000000
chr3	189000000	190000000	0.38009	1000000
chr3	190000000	191000000	0.37378	1000000
chr3	191000000	192000000	0.36846	1000000
chr3	192000000	193000000	0.38266	1000000
chr3	193000000	194000000	0.40391	1000000
chr3	194000000	195000000	0.46306	1000000
chr3	195000000	196000000	0.47155	1000000
chr3	196000000	197000000	0.45205	1000000
chr3	197000000	198000000	0.43395	1000000
chr3	198000000	198295559	0.43167	235559
chr4	0	1000000	0.47917	990000
chr4	1000000	2000000	0.54644	989394
chr4	2000000	3000000	0.49123	1000000
chr4	3000000	4000000	0.51673	1000000
chr4	4000000	5000000	0.45752	1000000
chr4	5000000	6000000	0.44897	1000000
chr4	6000000	7000000	0.49863	1000000
chr4	7000000	8000000	0.51634	1000000
chr4	8000000	9000000	0.52840	981000
chr4	9000000	10000000	0.45477	950000
chr4	10000000	11000000	0.42679	1000000
chr4	11000000	12000000	0.38988	1000000
chr4	12000000	13000000	0.37291	1000000
chr4	13000000	14000000	0.39825	1000000
chr4	14000000	15000000	0.38883	1000000
chr4	15000000	16000000	0.40244	1000000
chr4	16000000	17000000	0.40604	1000000
chr4	17000000	18000000	0.40773	1000000
chr4	18000000	19000000	0.37663	1000000
chr4	19000000	20000000	0.36392	1000000
chr4	20000000	21000000	0.37152	1000000
chr4	21000000	22000000	0.37608	1000000
chr4	22000000	23000000	0.38540	1000000
chr4	23000000	24000000	0.37346	1000000
chr4	24000000	25000000	0.41681	1000000
chr4	25000000	26000000	0.43232	1000000
chr4	26000000	27000000	0.40251	1000000
chr4	27000000	28000000	0.37485	1000000
chr4	28000000	29000000	0.35542	1000000
chr4	29000000	30000000	0.34322	1000000
chr4	30000000	31000000	0.35432	1000000
chr4	31000000	32000000	0.35093	986706
chr4	32000000	33000000	0.34685	994000
chr4	33000000	34000000	0.34873	1000000
chr4	34000000	35000000	0.34248	1000000
chr4	35000000	36000000	0.34983	1000000
chr4	36000000	37000000	0.36456	1000000
chr4	37000000	38000000	0.40190	1000000
chr4	38000000	39000000	0.42069	1000000
chr4	39000000	40000000	0.40901	1000000
chr4	40000000	41000000	0.43106	1000000
chr4	41000000	42000000	0.40763	1000000
chr4	42000000	43000000	0.39214	1000000
chr4	43000000	44000000	0.35853	1000000
chr4	44000000	45000000	0.36089	1000000
chr4	45000000	46000000	0.35273	1000000
chr4	46000000	47000000	0.35772	1000000
chr4	47000000	48000000	0.37376	1000000
chr4	48000000	49000000	0.39277	1000000
chr4	49000000	50000000	0.40793	799900
chr4	50000000	51000000	0.37520	999900
chr4	51000000	52000000	0.38212	949800
chr4	52000000	53000000	0.40879	1000000
chr4	53000000	54000000	0.39926	1000000
chr4	54000000	55000000	0.41132	1000000
chr4	55000000	56000000	0.39143	1000000
chr4	56000000	57000000	0.41812	1000000
chr4	57000000	58000000	0.39039	1000000
chr4	58000000	59000000	0.35174	957412
chr4	59000000	60000000	0.34783	1000000
chr4	60000000	61000000	0.34881	1000000
chr4	61000000	62000000	0.35658	1000000
chr4	62000000	63000000	0.35135	1000000
chr4	63000000	64000000	0.34337	1000000
chr4	64000000	65000000	0.34664	1000000
chr4	65000000	66000000	0.34494	1000000
chr4	66000000	67000000	0.35102	1000000
chr4	67000000	68000000	0.37279	1000000
chr4	68000000	69000000	0.36708	1000000
chr4	69000000	70000000	0.35443	1000000
chr4	70000000	71000000	0.37706	1000000
chr4	71000000	72000000	0.37609	1000000
chr4	72000000	73000000	0.36990	1000000
chr4	73000000	74000000	0.37548	1000000
chr4	74000000	75000000	0.37305	1000000
chr4	75000000	76000000	0.40020	1000000
chr4	76000000	77000000	0.40777	1000000
chr4	77000000	78000000	0.40464	1000000
chr4	78000000	79000000	0.39044	1000000
chr4	79000000	80000000	0.36008	1000000
chr4	80000000	81000000	0.36409	1000000
chr4	81000000	82000000	0.38627	1000000
chr4	82000000	83000000	0.40875	1000000
chr4	83000000	84000000	0.40144	1000000
chr4	84000000	85000000	0.38047	1000000
chr4	85000000	86000000	0.37075	1000000
chr4	86000000	87000000	0.38041	1000000
chr4	87000000	88000000	0.39335	1000000
chr4	88000000	89000000	0.39769	1000000
chr4	89000000	90000000	0.37287	1000000
chr4	90000000	91000000	0.35274	1000000
chr4	91000000	92000000	0.35247	1000000
chr4	92000000	93000000	0.34900	1000000
chr4	93000000	94000000	0.35592	1000000
chr4	94000000	95000000	0.37586	1000000
chr4	95000000	96000000	0.36831	1000000
chr4	96000000	97000000	0.35324	1000000
chr4	97000000	98000000	0.35731	1000000
chr4	98000000	99000000	0.38879	1000000
chr4	99000000	100000000	0.38421	1000000
chr4	100000000	101000000	0.37069	1000000
chr4	101000000	102000000	0.36309	1000000
chr4	102000000	103000000	0.38157	1000000
chr4	103000000	104000000	0.36595	1000000
chr4	104000000	105000000	0.35620	1000000
chr4	105000000	106000000	0.37033	1000000
chr4	106000000	107000000	0.36345	1000000
chr4	107000000	108000000	0.37599	1000000
chr4	108000000	109000000	0.39774	1000000
chr4	109000000	110000000	0.38838	1000000
chr4	110000000	111000000	0.38762	1000000
chr4	111000000	112000000	0.35734	1000000
chr4	112000000	113000000	0.39296	1000000
chr4	113000000	114000000	0.36645	1000000
chr4	114000000	115000000	0.35974	1000000
chr4	115000000	116000000	0.34234	1000000
